x,y,L,t, 1, 1
-5.940161033307835, -5.705685379002126, 8.529424054496289, 929, 10.36725575684632, -4.049163864626845, -0.4499745625304147, -0.5142148055770035, 0.6832964021557801, -2.289666645763385
not linear mode
not linear mode
-6.319579792363891, -6.124990265536564, 9.094910732142452, 947, 10.62905514464547, -3.892084231947355, -0.3794187590560565, -0.4193048865344378, 0.5654866776461631, -2.306298606870624
not linear mode
not linear mode
-6.720823211934623, -6.556246567492817, 9.683959354690538, 965, 10.89085453244462, -3.717551306747922, -0.4012434195707316, -0.4312563019562536, 0.589048622548086, -2.320158574459992
not linear mode
not linear mode
-7.130358649711455, -6.979636464550762, 10.27300797723862, 983, 11.17010721276371, -3.560471674068432, -0.4095354377768313, -0.4233898970579442, 0.589048622548086, -2.339562529085105
not linear mode
not linear mode
-7.581445776147188, -7.428229676532537, 10.90918048959056, 1003, 11.46681318560275, -3.385938748868999, -0.4510871264357331, -0.4485932119817754, 0.6361725123519353, -2.358966483710218
not linear mode
not linear mode
-8.004835673205132, -7.837765114309368, 11.49822911213864, 1020, 11.7286125734019, -3.211405823669566, -0.4233898970579441, -0.4095354377768315, 0.589048622548086, -2.372826451299585
not linear mode
not linear mode
-8.502504902363263, -8.305973733995272, 12.18152551429442, 1040, 12.02531854624093, -3.001966313430247, -0.4976692291581307, -0.4682086196859039, 0.6832964021557757, -2.386686418888952
not linear mode
not linear mode
-8.98551196055427, -8.755366363914494, 12.84125997154828, 1059, 12.28711793404008, -2.775073510670984, -0.4830070581910068, -0.4493926299192216, 0.6597344572538599, -2.392230405924698
not linear mode
not linear mode
-9.452468199395049, -9.187416518965781, 13.47743248390021, 1078, 12.53146402931929, -2.548180707911721, -0.4669562388407791, -0.432050155051288, 0.6361725123519317, -2.395002399442571
not linear mode
not linear mode
-9.952725509664303, -9.652858885667829, 14.16072888605599, 1097, 12.77581012459849, -2.286381320112572, -0.5002573102692539, -0.4654423667020481, 0.6832964021557792, -2.392230405924698
not linear mode
not linear mode
-10.414862581503, -10.09005997476131, 14.79690139840793, 1115, 12.98524963483781, -2.024581932313422, -0.4621370718386954, -0.4372010890934827, 0.6361725123519335, -2.383914425371078
not linear mode
not linear mode
-10.82131688267863, -10.48321399502707, 15.36238807605409, 1131, 13.15978256003725, -1.780235837034216, -0.406454301175628, -0.3931540202657598, 0.5654866776461649, -2.372826451299585
not linear mode
not linear mode
-11.30581787033182, -10.96503633382231, 16.04568447820987, 1151, 13.36922207027656, -1.48352986419518, -0.4845009876531911, -0.481822338795237, 0.6832964021557775, -2.358966483710218
not linear mode
not linear mode
-11.76842506557146, -11.4354022945386, 16.70541893546373, 1171, 13.57866158051589, -1.204277183876087, -0.4626071952396383, -0.4703659607162946, 0.6597344572538617, -2.347878509638725
not linear mode
not linear mode
-12.20818150463165, -11.89510843956743, 17.34159144781566, 1190, 13.77064779823526, -0.9250245035569947, -0.4397564390601971, -0.4597061450288283, 0.6361725123519335, -2.334018542049358
not linear mode
not linear mode
-12.66157522665452, -12.374361699252, 18.00132590506952, 1210, 13.99754060099452, -0.6632251157578452, -0.4533937220228692, -0.4792532596845715, 0.6597344572538546, -2.328474555013611
not linear mode
not linear mode
-13.08011003544796, -12.82170979769399, 18.61393647251953, 1228, 14.20698011123384, -0.4188790204786391, -0.4185348087934374, -0.4473480984419881, 0.6126105674500089, -2.322930567977865
not linear mode
not linear mode
-13.48135345501869, -13.25296609965025, 19.20298509506761, 1245, 14.41641962147316, -0.1919862177193762, -0.4012434195707304, -0.4312563019562523, 0.5890486225480842, -2.320158574459992
not linear mode
not linear mode
-13.96570719952136, -13.76779633671038, 19.90984344212531, 1268, 14.69567230179226, 0.05235987755982988, -0.4843537445026625, -0.5148302370601391, 0.7068583470577039, -2.325702561495738
not linear mode
not linear mode
-14.33813775689729, -14.16146865716557, 20.45176817486956, 1284, 14.90511181203158, 0.2443460952792061, -0.3724305573759313, -0.3936723204551868, 0.541924732744242, -2.328474555013611
not linear mode
not linear mode
-14.89828966112993, -14.73418225955805, 21.25287430153495, 1310, 15.25417766243044, 0.4886921905584122, -0.5601519042326498, -0.5727136023924776, 0.8011061266653954, -2.345106516120852
not linear mode
not linear mode
-15.31365374629824, -15.15185552477632, 21.84192292408304, 1329, 15.49852375770965, 0.6806784082777884, -0.4153640851683079, -0.4176732652182685, 0.5890486225480842, -2.353422496674472
not linear mode
not linear mode
-15.71682456976935, -15.54837597783886, 22.4074096017292, 1347, 15.74286985298885, 0.8552113334772214, -0.4031708234711095, -0.3965204530625464, 0.5654866776461667, -2.364510470745965
not linear mode
not linear mode
-16.19229088812409, -16.00573943746177, 23.06714405898306, 1368, 16.02212253330794, 1.064650843716541, -0.4754663183547329, -0.4573634596229063, 0.6597344572538546, -2.375598444817459
not linear mode
not linear mode
-16.5498401120354, -16.34777222339748, 23.56194490192345, 1384, 16.21410875102732, 1.239183768915974, -0.3575492239113136, -0.3420327859357112, 0.4948008429403963, -2.378370438335332
not linear mode
not linear mode
-16.9766210187838, -16.75377263886624, 24.15099352447154, 1404, 16.44100155378658, 1.448623279155294, -0.4267809067484047, -0.4060004154687539, 0.5890486225480807, -2.381142431853205
not linear mode
not linear mode
-17.33417024269512, -17.09580542480195, 24.64579436741193, 1421, 16.61553447898602, 1.64060949687467, -0.3575492239113136, -0.3420327859357112, 0.4948008429403963, -2.378370438335332
not linear mode
not linear mode
-17.72264304159362, -17.47365632195038, 25.18771910015617, 1441, 16.79006740418545, 1.867502299633933, -0.3884727988985008, -0.3778508971484377, 0.5419247327442385, -2.370054457781712
not linear mode
not linear mode
-18.09221629644213, -17.83713340392438, 25.70608188799849, 1459, 16.96460032938488, 2.076941809873252, -0.3695732548485128, -0.3634770819739971, 0.5183627878423138, -2.364510470745965
not linear mode
not linear mode
-18.47541494985829, -18.22033205734054, 26.24800662074272, 1478, 17.13913325458432, 2.303834612632515, -0.3831986534161585, -0.3831986534161585, 0.5419247327442385, -2.356194490192345
not linear mode
not linear mode
-18.78932697519947, -18.53950895925517, 26.69568357387927, 1494, 17.27875959474386, 2.495820830351891, -0.3139120253411842, -0.3191769019146295, 0.4476769531365505, -2.347878509638725
not linear mode
not linear mode
-19.23162524799844, -18.99677004807775, 27.3318560862312, 1517, 17.48819910498318, 2.757620218151041, -0.4422982727989734, -0.4572610888225751, 0.6361725123519264, -2.339562529085105
not linear mode
not linear mode
-19.55737075841341, -19.33729311846948, 27.80309498426968, 1534, 17.64527873766267, 2.949606435870417, -0.3257455104149649, -0.340523070391729, 0.4712388980384752, -2.334018542049358
not linear mode
not linear mode
-19.88311626882837, -19.6778161888612, 28.27433388230814, 1552, 17.81981166286211, 3.12413936106985, -0.32574551041496, -0.3405230703917239, 0.4712388980384681, -2.334018542049358
not linear mode
not linear mode
-20.27401088132632, -20.08644387333127, 28.8398205599543, 1573, 18.02925117310142, 3.333578871309169, -0.3908946124979479, -0.4086276844700646, 0.565486677646156, -2.334018542049358
not linear mode
not linear mode
-20.71503993167699, -20.54492925174476, 29.47599307230623, 1597, 18.27359726838063, 3.560471674068432, -0.4410290503506638, -0.4584853784134966, 0.6361725123519371, -2.336790535567232
not linear mode
not linear mode
-21.06101610782069, -20.89866412381071, 29.97079391524663, 1617, 18.48303677861995, 3.717551306747922, -0.3459761761436991, -0.3537348720659454, 0.4948008429403963, -2.345106516120852
not linear mode
not linear mode
-21.44315106617552, -21.28292352781151, 30.51271864799087, 1637, 18.70992958137921, 3.892084231947355, -0.3821349583548413, -0.3842594040008053, 0.5419247327442349, -2.353422496674471
not linear mode
not linear mode
-21.74387581713269, -21.5819856691327, 30.9368336562255, 1654, 18.88446250657865, 4.031710572106902, -0.3007247509571596, -0.2990621413211878, 0.4241150082346294, -2.358966483710218
not linear mode
not linear mode
-22.11344907198119, -21.94546275110669, 31.45519644406781, 1675, 19.09390201681797, 4.206243497306335, -0.3695732548485103, -0.3634770819739946, 0.5183627878423103, -2.364510470745965
not linear mode
not linear mode
-22.39980587317743, -22.22553870322302, 31.85574950740051, 1691, 19.25098164949746, 4.34586983746588, -0.2863568011962388, -0.2800759521163249, 0.4005530633326977, -2.367282464263838
not linear mode
not linear mode
-22.87145236926536, -22.68684027141461, 32.51548396465437, 1718, 19.49532774477666, 4.590215932745087, -0.4716464960879277, -0.4613015681915985, 0.6597344572538617, -2.367282464263838
not linear mode
not linear mode
-23.17465368817902, -22.98339127953778, 32.93959897288898, 1738, 19.65240737745615, 4.747295565424577, -0.3032013189136605, -0.2965510081231634, 0.4241150082346152, -2.367282464263838
not linear mode
not linear mode
-23.46023302147106, -23.26425993379041, 33.34015203622168, 1753, 19.79203371761569, 4.904375198104066, -0.2855793332920356, -0.2808686542526371, 0.4005530633327012, -2.364510470745965
not linear mode
not linear mode
-23.79437163364567, -23.59655120192506, 33.81139093426015, 1774, 19.94911335029519, 5.096361415823442, -0.334138612174618, -0.332291268134649, 0.4712388980384716, -2.358966483710219
not linear mode
not linear mode
-24.07760542095327, -23.87978498923266, 34.21194399759286, 1792, 20.08873969045474, 5.253441048502932, -0.2832337873075978, -0.2832337873075976, 0.4005530633327012, -2.356194490192345
