x,y,L,t, 1, 1
-14.87766917662393, -14.75622141157058, 21.15862652192726, 1313, 15.20181778487061, 0.471238898038469, -0.3603911852436103, -0.3725831094109895, 0.5183627878423138, -2.339562529085105
not linear mode
not linear mode
-15.29303326179224, -15.17389467678885, 21.74767514447534, 1333, 15.46361717266976, 0.6457718232379019, -0.4153640851683102, -0.4176732652182712, 0.5890486225480878, -2.353422496674471
not linear mode
not linear mode
-15.69620408526334, -15.5704151298514, 22.3131618221215, 1352, 15.70796326794897, 0.820304748437335, -0.4031708234711042, -0.3965204530625416, 0.5654866776461596, -2.364510470745965
not linear mode
not linear mode
-16.10374664385312, -15.96244095238532, 22.87864849976767, 1370, 15.95230936322817, 0.9948376736367678, -0.4075425585897751, -0.3920258225339235, 0.5654866776461667, -2.375598444817459
not linear mode
not linear mode
-16.51345631433159, -16.35220135123533, 23.44413517741383, 1389, 16.17920216598743, 1.186823891356144, -0.4097096704784726, -0.3897603988500076, 0.5654866776461631, -2.381142431853205
not linear mode
not linear mode
-16.85488103973032, -16.67700168361033, 23.9153740754523, 1405, 16.35373509118687, 1.361356816555577, -0.3414247253987263, -0.3248003323750055, 0.4712388980384681, -2.381142431853205
not linear mode
not linear mode
-17.23044823766892, -17.03428204922284, 24.43373686329462, 1423, 16.54572130890624, 1.553343034274953, -0.3755671979386009, -0.3572803656125076, 0.5183627878423174, -2.381142431853205
not linear mode
not linear mode
-17.63799079625869, -17.42630787175676, 24.99922354094078, 1442, 16.73770752662562, 1.780235837034216, -0.40754255858977, -0.3920258225339186, 0.5654866776461596, -2.375598444817459
not linear mode
not linear mode
-18.00957347346596, -17.78773046902917, 25.5175863287831, 1460, 16.91224045182505, 1.989675347273536, -0.3715826772072631, -0.3614225972724205, 0.5183627878423174, -2.370054457781711
not linear mode
not linear mode
-18.34371208564057, -18.12002173716382, 25.98882522682157, 1476, 17.0518667919846, 2.199114857512855, -0.3341386121746152, -0.3322912681346469, 0.4712388980384681, -2.358966483710218
not linear mode
not linear mode
-18.77327590979166, -18.55679012925752, 26.60143579427158, 1497, 17.24385300970398, 2.460914245312004, -0.4295638241510887, -0.436768392093698, 0.6126105674500089, -2.347878509638725
not linear mode
not linear mode
-19.06898530756001, -18.86081231969983, 27.0255508025062, 1513, 17.38347934986352, 2.635447170511438, -0.2957093977683432, -0.3040221904423055, 0.4241150082346223, -2.342334522602978
not linear mode
not linear mode
-19.42834231154943, -19.23439299840712, 27.54391359034852, 1532, 17.55801227506296, 2.844886680750757, -0.3593570039894284, -0.3735806787072924, 0.5183627878423174, -2.336790535567231
not linear mode
not linear mode
-19.77037509748514, -19.59194222231843, 28.03871443328891, 1551, 17.73254520026239, 3.036872898470133, -0.3420327859357091, -0.3575492239113108, 0.4948008429403927, -2.334018542049359
not linear mode
not linear mode
-20.1114154464789, -19.95043818398709, 28.5335152762293, 1570, 17.90707812546182, 3.228859116189509, -0.3410403489937592, -0.358495961668666, 0.4948008429403963, -2.331246548531485
not linear mode
not linear mode
-20.56877890610181, -20.42590450234183, 29.19324973348316, 1594, 18.16887751326097, 3.455751918948773, -0.4573634596229065, -0.4754663183547328, 0.6597344572538546, -2.336790535567232
not linear mode
not linear mode
-20.89734490362219, -20.76370693616661, 29.66448863152163, 1612, 18.36086373098035, 3.612831551628262, -0.3285659975203807, -0.337802433824783, 0.4712388980384681, -2.342334522602979
not linear mode
not linear mode
-21.27841323061243, -21.14902413812465, 30.20641336426586, 1634, 18.58775653373961, 3.787364476827695, -0.3810683269902337, -0.3853172019580422, 0.5419247327442349, -2.350650503156598
not linear mode
not linear mode
-21.61162945097431, -21.48224035848653, 30.67765226230433, 1652, 18.77974275145899, 3.944444109507184, -0.3332162203618795, -0.3332162203618792, 0.4712388980384716, -2.356194490192345
not linear mode
not linear mode
-21.93080635288893, -21.79615238382771, 31.12532921544088, 1670, 18.97172896917836, 4.084070449666731, -0.3191769019146245, -0.3139120253411791, 0.4476769531365434, -2.364510470745965
not linear mode
not linear mode
-22.28454122495488, -22.14212855997141, 31.62013005838127, 1691, 19.16371518689774, 4.258603374866164, -0.3537348720659457, -0.3459761761436989, 0.4948008429403963, -2.367282464263838
not linear mode
not linear mode
-22.80813499738329, -22.651405856128, 32.3505503503409, 1720, 19.44296786721683, 4.520402762665313, -0.5235937724284137, -0.5092772961565892, 0.730420291959625, -2.370054457781712
not linear mode
not linear mode
-23.21349791797303, -23.04568505315245, 32.91603702798706, 1744, 19.65240737745615, 4.729842272904633, -0.4053629205897407, -0.3942791970244577, 0.5654866776461631, -2.370054457781711
not linear mode
not linear mode
-23.65026631006673, -23.47524887730355, 33.52864759543707, 1770, 19.86184688769547, 4.97418836818384, -0.4367683920937009, -0.4295638241510909, 0.6126105674500124, -2.364510470745965
not linear mode
not linear mode
-23.88416333858896, -23.7078527649978, 33.858514824064, 1785, 19.96656664281513, 5.113814708343385, -0.2338970285222281, -0.2326038876942498, 0.3298672286269237, -2.358966483710219
not linear mode
not linear mode
-24.28291286035055, -24.10881909960734, 34.42400150171017, 1809, 20.15855286053451, 5.340707511102648, -0.3987495217615822, -0.4009663346095445, 0.5654866776461702, -2.353422496674472
not linear mode
not linear mode
-24.56298881246687, -24.39517590080358, 34.82455456504286, 1828, 20.28072590817411, 5.515240436302081, -0.2800759521163224, -0.2863568011962363, 0.4005530633326941, -2.345106516120852
not linear mode
not linear mode
-24.90798310986327, -24.7498684563196, 35.31935540798326, 1850, 20.45525883337354, 5.707226654021458, -0.3449942973964005, -0.3546925555160232, 0.4948008429403927, -2.342334522602978
not linear mode
not linear mode
-25.2519928775958, -25.10551596984828, 35.81415625092365, 1872, 20.62979175857298, 5.899212871740834, -0.3440097677325387, -0.3556475135286735, 0.4948008429403927, -2.339562529085105
not linear mode
not linear mode
-25.54685839279513, -25.41035669573, 36.23827125915827, 1892, 20.78687139125246, 6.056292504420323, -0.2948655151993189, -0.3048407258817201, 0.4241150082346223, -2.339562529085105
not linear mode
not linear mode
-25.82613949068745, -25.69748876448106, 36.63882432249096, 1911, 20.94395102393196, 6.19591884457987, -0.279281097892321, -0.2871320687510628, 0.4005530633326941, -2.342334522602979
not linear mode
not linear mode
-26.25570331483854, -26.13425715657476, 37.25143488994098, 1940, 21.18829711921116, 6.40535835481919, -0.4295638241510912, -0.4367683920937006, 0.6126105674500124, -2.347878509638725
not linear mode
not linear mode
-26.55476545615972, -26.43498190753192, 37.6755498981756, 1961, 21.36283004441059, 6.544984694978735, -0.2990621413211829, -0.3007247509571545, 0.4241150082346223, -2.353422496674472
not linear mode
not linear mode
-26.87307097082072, -26.74977748200212, 38.12322685131215, 1982, 21.55481626212997, 6.684611035138281, -0.3183055146609977, -0.3147955744701991, 0.4476769531365505, -2.361738477228092
not linear mode
not linear mode
-27.19224787273534, -27.06368950734329, 38.57090380444868, 2004, 21.7293491873294, 6.841690667817772, -0.3191769019146195, -0.3139120253411742, 0.4476769531365363, -2.364510470745965
not linear mode
not linear mode
-27.59541869620645, -27.46020996040583, 39.13639048209485, 2033, 21.93878869756872, 7.051130178057091, -0.4031708234711068, -0.3965204530625441, 0.5654866776461631, -2.364510470745965
not linear mode
not linear mode
-27.84808646196784, -27.70733580050848, 39.48981965562371, 2052, 22.07841503772827, 7.173303225696695, -0.2526677657613931, -0.2471258401026453, 0.3534291735288591, -2.367282464263838
not linear mode
not linear mode
-28.11613321115605, -27.97242681058865, 39.86681077405449, 2071, 22.20058808536787, 7.330382858376185, -0.268046749188209, -0.2650910100801683, 0.3769911184307801, -2.361738477228092
not linear mode
not linear mode
-28.48267105355411, -28.33896465298671, 40.38517356189679, 2097, 22.37512101056731, 7.539822368615503, -0.3665378423980589, -0.3665378423980586, 0.5183627878423067, -2.356194490192345
not linear mode
not linear mode
