x,y,L,t, 1, 20
0.0, 0.0, 0.0, 14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
 
0.0, 0.0, 0.0, 37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
 
-0.04712316561065822, 0.0002612528958392288, -0.04712388980384691, 57, 0.0, -0.03490658503988659, -0.04712316561065822, 0.0002612528958392288, -0.04712388980384691, -0.005543987035746694
 
 
-0.1177631094219755, 0.002807930414770086, -0.1178097245096172, 78, 0.06981317007977318, -0.1570796326794897, -0.07063994381131725, 0.002546677518930857, -0.07068583470577034, -0.03603591573235351
 
 
-0.1882361376497925, 0.00828876250969812, -0.1884955592153876, 95, 0.1745329251994329, -0.3141592653589793, -0.07047302822781703, 0.005480832094928035, -0.07068583470577037, -0.07761581850045372
 
 
-0.1882361376497925, 0.008288762509698124, -0.1884955592153876, 111, 0.3141592653589793, -0.4537856055185257, -2.754938373254703e-17, 3.376897053770987e-18, -2.775557561562891e-17, -0.1219677147864273
 
 
-0.1882361376497925, 0.008288762509698113, -0.1884955592153876, 131, 0.5235987755982988, -0.6632251157578452, 5.452789612773672e-17, -1.040175249188006e-17, 5.551115123125783e-17, -0.1884955592153876
 
 
-0.2108442157528429, 0.01492503044036899, -0.2120575041173111, 156, 0.820304748437335, -0.9773843811168245, -0.02260807810305041, 0.006636267930670876, -0.02356194490192348, -0.2855153323409548
 
 
-0.2326042736301963, 0.02396190648995021, -0.2356194490192342, 183, 1.151917306316258, -1.32645023151569, -0.02176005787735338, 0.009036876049581217, -0.02356194490192318, -0.3936230795380153
 
 
-0.2535683879055092, 0.03471695926587432, -0.259181393921158, 201, 1.396263401595464, -1.58824961931484, -0.02096411427531293, 0.01075505277592412, -0.02356194490192379, -0.4740108915563423
 
 
-0.2731048304982721, 0.04788862045119725, -0.2827433388230812, 228, 1.762782544514273, -1.972222054753592, -0.01953644259276295, 0.01317166118532293, -0.0235619449019232, -0.5932066128248962
 
 
-0.2546079774216205, 0.03329301584494585, -0.259181393921158, 245, 2.007128639793479, -2.199114857512855, 0.01849685307665165, -0.0145956046062514, 0.0235619449019232, -0.6680504378074765
 
 
-0.2714220205613235, 0.04979917229814528, -0.2827433388230818, 268, 2.338741197672401, -2.548180707911721, -0.01681404313970301, 0.01650615645319943, -0.02356194490192376, -0.7761581850045371
 
 
-0.2865580794225581, 0.06785644146351126, -0.3063052837250044, 289, 2.635447170511438, -2.8623399732707, -0.01513605886123462, 0.01805726916536599, -0.0235619449019226, -0.8731779581301042
 
 
-0.2865580794225584, 0.06785644146351176, -0.306305283725005, 307, 2.897246558310587, -3.12413936106985, -3.520338615760594e-16, 4.989310548935761e-16, -6.106226635438361e-16, -0.9563377636663049
 
 
-0.2865580794225584, 0.06785644146351176, -0.306305283725005, 325, 3.159045946109736, -3.385938748868999, 0.0, -0.0, 0.0, -1.039497569202505
 
 
-0.2865580794225581, 0.06785644146351121, -0.3063052837250044, 344, 3.455751918948773, -3.682644721708035, 2.584579398518645e-16, -5.532264731200947e-16, 6.106226635438361e-16, -1.133745348810199
 
 
-0.2947847170639399, 0.08993556464987648, -0.3298672286269282, 362, 3.700098014227978, -3.944444109507184, -0.008226637641381837, 0.02207912318636529, -0.02356194490192381, -1.214133160828526
 
 
-0.2947847170639397, 0.08993556464987529, -0.3298672286269269, 384, 4.031710572106902, -4.276056667386107, 3.037113625940393e-16, -1.182877659424147e-15, 1.221245327087672e-15, -1.319468914507713
 
 
-0.2947847170639399, 0.08993556464987652, -0.3298672286269282, 401, 4.293509959906051, -4.537856055185257, -2.044072643295104e-16, 1.204017366661628e-15, -1.221245327087672e-15, -1.402628720043914
 
 
-0.2947847170639398, 0.08993556464987529, -0.3298672286269269, 419, 4.572762640225144, -4.817108735504349, 9.69427124382125e-17, -1.217391580157591e-15, 1.221245327087672e-15, -1.491332512615861
 
 
-0.2947847170639397, 0.08993556464987767, -0.3298672286269293, 441, 4.886921905584122, -5.131268000863329, 4.851906415460494e-17, 2.386486339346773e-15, -2.386979502944087e-15, -1.591124279259301
 
 
-0.292285739570922, 0.1133646141195126, -0.3534291735288513, 459, 5.148721293383272, -5.410520681182422, 0.002498977493017669, 0.02342904946963488, -0.02356194490192198, -1.677056078313375
 
 
